ApprovalFY,DisbursementGross_num,State,UrbanRural_f,SBA_Portion,NAICS_sector,NoEmp,SBA_Appv_num,Bank,PaidInFull
2004,67200.0,RI,Urban,0.5,81,1,17500.0,CITIZENS BANK NATL ASSOC,1
2010,43000.0,MN,Rural,0.9,48,33,38700.0,WADENA STATE BANK,1
2005,155511.0,IN,Urban,0.5,23,11,37500.0,OLD NATIONAL BANK,1
2009,17595.0,MN,Rural,0.5,48,1,2500.0,WELLS FARGO BANK NATL ASSOC,1
2005,50000.0,WA,Urban,0.5,44,5,25000.0,BANK OF AMERICA NATL ASSOC,1
2007,26000.0,FL,Urban,0.5,53,1,13000.0,BANK OF AMERICA NATL ASSOC,1
2007,20000.0,MS,Rural,0.85,71,1,17000.0,UMPQUA BANK,1
2007,10000.0,RI,Urban,0.5,23,1,5000.0,SANTANDER BANK NATL ASSOC,1
2005,55000.0,MA,Urban,0.85,72,20,46750.0,COASTWAY COMMUNITY BANK,1
2009,136000.0,RI,Urban,0.5,56,6,68000.0,COASTWAY COMMUNITY BANK,1
2004,10000.0,VA,Rural,0.5,62,1,5000.0,BANK OF AMERICA NATL ASSOC,1
2009,82189.0,UT,Urban,0.5,44,3,25000.0,AMERICA FIRST FCU,0
2001,695000.0,IL,Urban,0.75,72,80,521250.0,FIRST EAGLE BANK,1
2008,12000.0,CA,Urban,0.5,11,2,6000.0,BANK OF AMERICA NATL ASSOC,1
2005,22000.0,NY,Urban,0.5,44,12,11000.0,BANK OF AMERICA NATL ASSOC,1
2008,132063.0,PA,Urban,0.5,44,7,25000.0,CITIZENS BANK OF PENNSYLVANIA,0
2006,100000.0,NY,Urban,0.5,42,2,50000.0,CAPITAL ONE NATL ASSOC,1
2007,388486.0,VA,Rural,0.5,54,6,37500.0,BRANCH BK. & TR CO,1
2005,150000.0,IA,Urban,0.5,54,7,75000.0,FARMERS STATE BANK,1
2004,5000.0,PA,Urban,0.5,52,1,2500.0,CITIZENS BANK NATL ASSOC,1
2008,47716.0,CO,Rural,0.5,48,2,15000.0,VECTRA BK COLORADO NATL ASSOC,1
1999,14428.0,RI,Urban,0.5,62,1,5000.0,CITIZENS BANK NATL ASSOC,1
2005,62434.0,TN,Urban,0.5,62,4,25000.0,BANK OF AMERICA NATL ASSOC,1
2000,201000.0,MS,Rural,0.75,11,2,150750.0,FIRST FINANCIAL BANK,1
2004,8165.0,CA,Urban,0.85,53,2,72250.0,CITY NATIONAL BANK,1
2008,7500.0,TN,Urban,0.85,56,1,6375.0,"SUPERIOR FINANCIAL GROUP, LLC",1
2005,200000.0,GA,Urban,0.75,81,8,150000.0,THE COASTAL BANK,1
2010,36000.0,NC,Rural,0.5,23,2,18000.0,BRANCH BK. & TR CO,1
2009,857744.0,PA,Urban,0.5,54,11,175000.0,SUSQUEHANNA BANK,1
2004,900000.0,CA,Urban,0.75,81,8,675000.0,ONEWEST BANK NATL ASSOC,0
2004,40025.0,IN,Urban,0.5,44,2,15000.0,"PNC BANK, NATIONAL ASSOCIATION",1
2005,15500.0,MA,Urban,0.5,81,1,8000.0,"TD BANK, NATIONAL ASSOCIATION",1
2004,151575.0,MA,Urban,0.5,33,4,33500.0,CITIZENS BANK NATL ASSOC,0
2003,31246.0,WI,Urban,0.5,33,2,12500.0,WAUKESHA STATE BANK,0
2008,20000.0,SC,Urban,0.85,56,1,17000.0,BBCN BANK,0
2005,235000.0,OH,Urban,0.5,31,6,117500.0,THE HUNTINGTON NATIONAL BANK,1
2007,47879.0,NY,Urban,0.5,81,15,12500.0,JPMORGAN CHASE BANK NATL ASSOC,0
2008,25000.0,NJ,Urban,0.85,42,2,21250.0,BBCN BANK,0
2007,15000.0,UT,Rural,0.5,54,2,7500.0,MOUNTAIN AMERICA FCU,0
2005,15000.0,PA,Urban,0.5,56,5,7500.0,"PNC BANK, NATIONAL ASSOCIATION",1
2006,15000.0,IL,Urban,0.5,32,5,7500.0,CAPITAL ONE NATL ASSOC,0
2004,138000.0,IN,Urban,0.85,72,5,127500.0,BMO HARRIS BK NATL ASSOC,1
2007,229000.0,MT,Rural,0.5,56,35,114500.0,JPMORGAN CHASE BANK NATL ASSOC,1
2005,50000.0,OH,Urban,0.5,54,27,25000.0,CAPITAL ONE NATL ASSOC,1
2009,10000.0,MA,Rural,0.5,72,5,5000.0,GREYLOCK FCU,1
2004,10000.0,NJ,Urban,0.5,72,6,5000.0,"PNC BANK, NATIONAL ASSOCIATION",1
2006,20100.0,UT,Rural,0.5,23,2,10050.0,U.S. BANK NATIONAL ASSOCIATION,1
2005,97000.0,FL,Urban,0.5,52,9,25000.0,BANK OF AMERICA NATL ASSOC,0
2005,5000.0,IL,Urban,0.5,81,8,2500.0,CITIZENS BANK NATL ASSOC,1
2008,22000.0,MA,Urban,0.5,56,4,11000.0,"TD BANK, NATIONAL ASSOCIATION",1
2007,11571.0,OH,Rural,0.5,72,9,5250.0,"PNC BANK, NATIONAL ASSOCIATION",1
2008,22837.0,WA,Rural,0.5,81,2,5000.0,U.S. BANK NATIONAL ASSOCIATION,1
2007,5000.0,FL,Urban,0.5,23,13,2500.0,BANK OF AMERICA NATL ASSOC,1
2003,370000.0,AR,Rural,0.75,62,4,292500.0,BANCORPSOUTH BANK,1
2002,52008.0,NY,Urban,0.5,44,2,7500.0,FIVE STAR BANK,1
2006,98451.0,MI,Urban,0.5,32,0,12500.0,THE HUNTINGTON NATIONAL BANK,1
2006,20259.0,NC,Urban,0.5,45,3,5000.0,BANK OF AMERICA NATL ASSOC,1
2004,10748.0,PA,Urban,0.5,45,12,1250.0,CITIZENS BANK NATL ASSOC,1
2007,17198.0,CA,Urban,0.5,48,1,5000.0,MUFG UNION BANK NATL ASSOC,0
2003,5000.0,RI,Urban,0.5,54,1,2500.0,CITIZENS BANK NATL ASSOC,1
2004,44956.0,NY,Urban,0.5,33,2,12500.0,BERKSHIRE BANK,1
2007,75000.0,FL,Urban,0.5,52,5,37500.0,CAPITAL ONE NATL ASSOC,0
2000,361700.0,CO,Urban,0.75,23,70,271275.0,BANK OF THE WEST,1
2004,249500.0,MO,Urban,0.75,72,17,187125.0,COMMERCE BANK,0
2007,56815.0,CA,Urban,0.5,23,4,25000.0,CAPITAL ONE NATL ASSOC,0
2003,50000.0,NM,Rural,0.5,54,6,25000.0,BANK OF AMERICA NATL ASSOC,1
2008,77000.0,NY,Rural,0.5,23,1,38500.0,FIVE STAR BANK,1
2004,680000.0,CA,Urban,1.0,51,6,683000.0,LOS ANGELES CNTY SMALL BUS. DE,1
2007,348210.0,WA,Urban,0.5,32,11,70750.0,UMPQUA BANK,1
2007,77011.0,UT,Urban,0.5,62,40,25000.0,KEYBANK NATIONAL ASSOCIATION,1
2004,29458.0,MA,Urban,0.5,81,4,2500.0,CITIZENS BANK NATL ASSOC,1
2009,25000.0,MA,Urban,0.5,56,3,12500.0,CITIZENS BANK NATL ASSOC,0
2010,148592.0,AZ,Urban,0.9,72,2,160200.0,FIRST-CITIZENS BK & TR CO,1
2007,25000.0,FL,Rural,0.5,48,1,12500.0,CAPITAL ONE NATL ASSOC,0
2006,38057.0,NY,Urban,0.5,72,2,12500.0,HSBC BK USA NATL ASSOC,1
2004,95996.0,NH,Urban,0.5,62,5,25000.0,CITIZENS BANK NATL ASSOC,1
2008,25000.0,CA,Urban,0.85,81,10,21250.0,BBCN BANK,0
2006,5000.0,NY,Rural,0.5,44,5,2500.0,CITIZENS BANK NATL ASSOC,0
2006,550000.0,GA,Urban,0.75,44,2,412500.0,BRANCH BK. & TR CO,1
2005,114383.0,NY,Urban,0.5,23,3,37500.0,FIRST NIAGARA BANK NATL ASSOC,1
2003,600000.0,CA,Urban,0.75,62,5,450000.0,HERITAGE BANK OF COMMERCE,1
2007,50000.0,NY,Urban,0.5,45,4,25000.0,MANUFACTURERS & TRADERS TR CO,1
2008,100000.0,KY,Rural,0.85,53,2,85000.0,"TRADITIONAL BANK, INC.",1
2008,10000.0,MA,Urban,0.5,44,1,5000.0,SANTANDER BANK NATL ASSOC,1
2008,950000.0,WA,Urban,0.75,53,4,712500.0,MOUNTAIN W. BANK A DIVISION OF,0
2009,76847.0,MN,Rural,0.5,23,4,20000.0,U.S. BANK NATIONAL ASSOCIATION,1
2007,35000.0,CA,Urban,0.5,54,6,17500.0,BANK OF AMERICA NATL ASSOC,0
2001,475000.0,FL,Rural,0.75,81,16,356250.0,TEXTRON FINANCIAL CORP,1
2005,25000.0,FL,Urban,0.85,45,0,21250.0,"BUSINESS LOAN CENTER, LLC",0
2001,35000.0,NJ,Urban,0.5,44,19,17500.0,BANK OF AMERICA NATL ASSOC,0
2006,104740.0,NJ,Urban,0.5,72,10,36000.0,BANK OF AMERICA NATL ASSOC,1
2005,12000.0,SD,Rural,0.85,72,4,10200.0,BLACK HILLS FCU,1
2007,73359.0,IL,Urban,0.5,42,2,25000.0,"PNC BANK, NATIONAL ASSOCIATION",0
2010,120000.0,TX,Urban,0.9,44,1,108000.0,WALLIS STATE BANK,1
2005,1135000.0,MS,Rural,0.75,11,2,851250.0,FIRST FINANCIAL BANK,1
2008,7968.0,FL,Urban,0.5,54,3,2500.0,BANCO POPULAR NORTH AMERICA,0
2001,570000.0,DC,Urban,0.75,54,1,427500.0,CITY 1ST BK OF D.C. NATL ASSOC,1
2005,10000.0,WA,Urban,0.5,23,2,5000.0,BANK OF AMERICA NATL ASSOC,1
2009,75000.0,TX,Urban,0.9,44,15,67500.0,SECURITY SERVICE FCU,1
2006,358700.0,IN,Urban,0.5,33,7,40000.0,JPMORGAN CHASE BANK NATL ASSOC,1
2005,100000.0,MI,Urban,0.5,23,4,50000.0,CITIZENS BANK NATL ASSOC,0
2008,24399.0,UT,Urban,0.5,53,2,12500.0,JPMORGAN CHASE BANK NATL ASSOC,0
2008,52684.0,OH,Urban,0.5,54,0,12500.0,THE HUNTINGTON NATIONAL BANK,1
2007,70000.0,NY,Urban,0.5,81,6,35000.0,BANK OF AMERICA NATL ASSOC,0
2006,251031.0,UT,Urban,0.5,54,8,50000.0,ZIONS FIRST NATIONAL BANK,1
2006,30295.0,NJ,Urban,0.5,54,1,9000.0,BANK OF AMERICA NATL ASSOC,0
2007,68790.0,CA,Urban,0.5,72,4,25000.0,U.S. BANK NATIONAL ASSOCIATION,1
2007,73332.0,CT,Rural,0.5,45,3,25000.0,THOMASTON SAVINGS BANK,1
2008,349701.0,KY,Urban,0.5,23,1,50000.0,BRANCH BK. & TR CO,1
2003,62385.0,NJ,Urban,0.5,23,5,12500.0,BANK OF AMERICA NATL ASSOC,1
2004,627300.0,TN,Urban,0.75,62,6,488025.0,FIRST-CITIZENS BK & TR CO,1
2010,50000.0,ME,Rural,0.5,44,2,25000.0,CAMDEN NATIONAL BANK,1
2002,365000.0,TN,Urban,0.75,44,28,273750.0,BANCORPSOUTH BANK,1
2007,136700.0,OH,Urban,0.85,42,3,116195.0,"WESBANCO BANK, INC.",0
2007,67219.0,CA,Urban,0.5,23,2,6500.0,U.S. BANK NATIONAL ASSOCIATION,1
2007,18400.0,WA,Urban,0.5,54,2,5000.0,BANK OF AMERICA NATL ASSOC,0
2005,10000.0,TX,Urban,0.5,52,1,5000.0,CAPITAL ONE NATL ASSOC,1
2007,42500.0,NC,Urban,0.5,45,5,13500.0,BANK OF AMERICA NATL ASSOC,0
2006,68438.0,MA,Urban,0.5,54,2,12500.0,CITIZENS BANK NATL ASSOC,0
2001,32915.0,MT,Rural,0.5,81,1,10000.0,GLACIER BANK,1
2006,154367.0,CA,Urban,0.5,32,6,40000.0,"CITIBANK, N.A.",0
2006,25000.0,CA,Urban,0.5,54,4,12500.0,"CITIBANK, N.A.",1
2007,100000.0,CT,Urban,0.5,44,1,25000.0,CITIZENS BANK NATL ASSOC,1
2000,758000.0,CA,Urban,1.0,33,5,758000.0,SOUTHLAND ECONOMIC DEVEL CORP,1
2007,425170.0,TX,Urban,0.5,42,1,175000.0,"BANK OF TEXAS, A DIVISION OF",1
2006,14516.0,AR,Urban,0.5,33,8,5000.0,BANK OF AMERICA NATL ASSOC,0
2006,163346.0,AZ,Urban,0.5,56,10,15000.0,COMPASS BANK,0
2004,19043.0,ID,Urban,0.5,62,2,5000.0,U.S. BANK NATIONAL ASSOCIATION,1
2008,15000.0,CA,Urban,0.85,54,1,12750.0,"SUPERIOR FINANCIAL GROUP, LLC",0
2007,75000.0,MA,Urban,0.5,81,4,37500.0,EASTERN BANK,1
2002,13500.0,CA,Urban,0.5,44,4,6750.0,BANK OF AMERICA NATL ASSOC,1
2006,36848.0,NJ,Urban,0.5,44,2,12500.0,BANK OF AMERICA NATL ASSOC,1
2006,25000.0,CA,Urban,0.5,23,3,12500.0,CAPITAL ONE NATL ASSOC,1
2005,31000.0,NY,Rural,0.5,44,4,15500.0,BANK OF AMERICA NATL ASSOC,1
2007,25000.0,OH,Rural,0.5,44,0,12500.0,THE HUNTINGTON NATIONAL BANK,1
2006,79506.0,MI,Urban,0.5,23,10,40000.0,JPMORGAN CHASE BANK NATL ASSOC,0
2001,389000.0,WI,Urban,1.0,44,1,389000.0,WISCONSIN BUS. DEVEL FINAN COR,1
2007,105165.0,CA,Urban,0.5,62,1,21250.0,BANK OF AMERICA NATL ASSOC,0
2010,46449.0,MA,Urban,0.5,56,32,10000.0,EASTERN BANK,1
2006,572315.0,NM,Rural,0.749999563177621,72,14,429236.0,WESTERN COMMERCE BANK,0
2008,240700.0,CA,Urban,0.75,81,2,180525.0,WELLS FARGO BANK NATL ASSOC,0
2007,22000.0,CA,Urban,0.5,54,1,6000.0,BANK OF AMERICA NATL ASSOC,0
2008,126000.0,WI,Urban,0.5,48,7,63000.0,ASSOCIATED BANK NATL ASSOC,1
2002,56068.0,IL,Urban,0.5,45,7,28000.0,JPMORGAN CHASE BANK NATL ASSOC,1
2007,5000.0,CA,Urban,0.85,71,2,4250.0,BBCN BANK,0
2004,25000.0,TX,Urban,0.5,56,1,12500.0,BANK OF AMERICA NATL ASSOC,1
2002,10000.0,KY,Urban,0.5,44,1,5000.0,JPMORGAN CHASE BANK NATL ASSOC,1
2001,230000.0,AL,Urban,0.75,72,25,172500.0,COMPASS BANK,1
2006,10000.0,KY,Urban,0.5,44,1,5000.0,"PNC BANK, NATIONAL ASSOCIATION",1
2004,10000.0,CA,Urban,0.5,44,3,5000.0,BANK OF AMERICA NATL ASSOC,0
2005,29050.0,UT,Urban,0.5,48,1,10000.0,ZIONS FIRST NATIONAL BANK,0
2005,100000.0,NJ,Urban,0.5,54,7,50000.0,BANK OF AMERICA NATL ASSOC,1
2003,35200.0,PA,Urban,0.5,61,4,17500.0,CITIZENS BANK NATL ASSOC,0
2009,35000.0,ME,Rural,1.0,33,33,35000.0,NORWAY SAVINGS BANK,1
2006,150000.0,CA,Urban,0.85,56,10,127500.0,"BUSINESS LENDERS, LLC",1
2001,109673.0,PA,Rural,0.750002279503615,33,5,82255.0,"PNC BANK, NATIONAL ASSOCIATION",1
2006,33671.0,GA,Urban,0.5,45,1,5000.0,BANK OF AMERICA NATL ASSOC,1
2008,15000.0,TX,Urban,0.85,72,2,12750.0,BBCN BANK,0
2006,10000.0,FL,Urban,0.5,72,11,5000.0,BANK OF AMERICA NATL ASSOC,1
2007,25000.0,UT,Rural,0.5,23,1,12500.0,MOUNTAIN AMERICA FCU,0
2000,144000.0,MI,Urban,1.0,44,7,150000.0,ECONOMIC DEVEL FOUNDATION CERT,1
2007,100000.0,VA,Urban,0.5,23,1,50000.0,CAPITAL ONE NATL ASSOC,1
2006,50000.0,WA,Urban,0.5,42,16,25000.0,CAPITAL ONE NATL ASSOC,1
2007,70184.0,TX,Urban,0.5,54,14,17500.0,CAPITAL ONE NATL ASSOC,0
2009,50000.0,LA,Rural,0.9,81,4,45000.0,FIRST BANK AND TRUST,1
2005,406000.0,TX,Urban,0.75,45,2,304500.0,WACHOVIA BANK NATL ASSOC,0
2003,69964.0,NJ,Urban,0.5,54,1,35000.0,VALLEY NATIONAL BANK,0
2008,37681.0,WA,Urban,0.5,81,1,5000.0,BANK OF AMERICA NATL ASSOC,1
2004,61603.0,WA,Urban,0.5,54,2,16000.0,U.S. BANK NATIONAL ASSOCIATION,0
2003,5000.0,NH,Urban,0.5,56,5,2500.0,CITIZENS BANK NATL ASSOC,1
2006,147500.0,GA,Urban,0.5,54,8,50000.0,BANK OF AMERICA NATL ASSOC,0
2008,37500.0,MA,Urban,0.5,32,2,12500.0,ENTERPRISE BK & TR CO,1
2004,41951.0,AL,Urban,0.5,48,1,30000.0,SUNTRUST BANK,1
2007,10649.0,NY,Urban,0.5,53,3,2500.0,BANCO POPULAR NORTH AMERICA,0
2008,65507.0,UT,Urban,0.5,23,8,22000.0,ZIONS FIRST NATIONAL BANK,0
2006,38400.0,OH,Urban,0.5,62,2,7500.0,U.S. BANK NATIONAL ASSOCIATION,1
2001,471000.0,MN,Urban,0.75,44,1,353250.0,WELLS FARGO BANK NATL ASSOC,0
2001,180000.0,PA,Urban,0.75,44,5,135000.0,"WESBANCO BANK, INC.",1
2002,624000.0,GA,Urban,0.75,44,8,468000.0,"BUSINESS LOAN CENTER, LLC",1
2006,50000.0,FL,Urban,0.5,81,8,25000.0,BANK OF AMERICA NATL ASSOC,1
2006,12973.0,CA,Urban,0.5,53,1,5000.0,U.S. BANK NATIONAL ASSOCIATION,1
2004,249000.0,CT,Rural,0.75,72,1,186750.0,UNITED BANK,1
2006,22151.0,TX,Urban,0.5,56,2,5000.0,BANK OF AMERICA NATL ASSOC,1
2008,22908.0,AZ,Urban,0.5,56,5,5000.0,JPMORGAN CHASE BANK NATL ASSOC,0
2007,34998.0,MA,Rural,0.5,49,2,10000.0,CENTURY BANK AND TRUST COMPANY,0
2005,100885.0,WI,Rural,0.5,23,2,25000.0,ASSOCIATED BANK NATL ASSOC,1
2005,20000.0,NY,Urban,0.5,81,5,10000.0,FIRST NIAGARA BANK NATL ASSOC,1
2006,40000.0,IL,Urban,0.5,32,2,20000.0,CITIZENS BANK NATL ASSOC,0
2007,95000.0,PA,Rural,0.85,44,3,80750.0,UNIVEST BANK AND TRUST CO.,0
2004,100663.0,UT,Urban,0.5,56,1,17500.0,ZIONS FIRST NATIONAL BANK,1
2004,50000.0,CA,Urban,0.5,62,9,25000.0,BANK OF AMERICA NATL ASSOC,1
2008,30000.0,CA,Urban,0.5,45,3,10000.0,BANK OF AMERICA NATL ASSOC,0
2006,48720.0,MN,Urban,0.5,53,1,10000.0,U.S. BANK NATIONAL ASSOCIATION,1
2006,50400.0,TX,Urban,0.5,72,12,17500.0,COMPASS BANK,0
2004,14522.0,WA,Urban,0.5,23,10,5000.0,U.S. BANK NATIONAL ASSOCIATION,1
2006,13000.0,PA,Urban,0.5,81,5,6500.0,CITIZENS BANK NATL ASSOC,0
2006,317000.0,AZ,Urban,0.75,44,15,237750.0,WASHINGTON FEDERAL NATL ASSOC,0
2005,40000.0,NY,Urban,0.5,72,11,20000.0,CITIZENS BANK NATL ASSOC,1
2004,12810.0,CA,Urban,0.5,81,5,5000.0,BANK OF AMERICA NATL ASSOC,1
2007,60000.0,CT,Urban,0.5,72,20,30000.0,"PNC BANK, NATIONAL ASSOCIATION",0
2003,61325.0,MA,Urban,0.5,32,2,17500.0,CITIZENS BANK NATL ASSOC,0
2004,43272.0,CO,Urban,0.5,23,1,10000.0,U.S. BANK NATIONAL ASSOCIATION,1
2001,102660.0,NY,Urban,0.5,33,3,42500.0,BANK OF AMERICA NATL ASSOC,1
2009,25000.0,NJ,Urban,0.9,81,5,22500.0,BBCN BANK,0
2005,10176.0,CA,Urban,0.5,61,3,5000.0,BANK OF AMERICA NATL ASSOC,0
2006,219752.0,CA,Urban,0.5,42,9,25000.0,CAPITAL ONE NATL ASSOC,1
2002,15812.0,CA,Urban,0.5,44,4,7500.0,BANK OF AMERICA NATL ASSOC,1
2006,96000.0,VA,Rural,0.5,72,3,48000.0,BRANCH BK. & TR CO,1
2004,240000.0,IL,Urban,0.75,72,80,180000.0,U.S. BANK NATIONAL ASSOCIATION,1
2006,55000.0,NY,Rural,0.5,45,6,27500.0,HSBC BK USA NATL ASSOC,1
2005,51553.0,OR,Rural,0.5,54,2,15000.0,U.S. BANK NATIONAL ASSOCIATION,1
2007,240331.0,PA,Rural,0.5,54,8,75000.0,BRANCH BK. & TR CO,1
2000,16193.0,PA,Rural,0.5,42,3,7500.0,MANUFACTURERS & TRADERS TR CO,1
2006,100300.0,TX,Urban,0.5,42,1,37500.0,JPMORGAN CHASE BANK NATL ASSOC,1
2008,10000.0,SC,Urban,0.85,54,6,8500.0,BBCN BANK,0
2006,35400.0,IL,Urban,0.5,48,2,17700.0,JPMORGAN CHASE BANK NATL ASSOC,1
2006,180896.0,CO,Urban,0.5,23,2,25000.0,U.S. BANK NATIONAL ASSOCIATION,0
2006,91000.0,CA,Urban,0.5,54,5,45500.0,CALIFORNIA BANK & TRUST,0
2005,16877.0,OR,Urban,0.5,45,1,7500.0,U.S. BANK NATIONAL ASSOCIATION,1
2007,125000.0,PA,Rural,0.85,71,4,106250.0,NATIONAL PENN BANK,1
2008,90000.0,WI,Urban,0.85,44,8,76500.0,BMO HARRIS BK NATL ASSOC,1
2001,1333300.0,CA,Urban,0.75,33,45,999975.0,U.S. BANK NATIONAL ASSOCIATION,1
2007,217918.0,IL,Urban,0.5,62,25,25000.0,JPMORGAN CHASE BANK NATL ASSOC,0
2006,107100.0,NJ,Rural,0.5,23,7,50000.0,SUN NATIONAL BANK,1
2006,24000.0,TX,Urban,0.5,33,4,5000.0,BANK OF AMERICA NATL ASSOC,1
2008,34797.0,UT,Urban,0.5,53,3,12500.0,MOUNTAIN AMERICA FCU,1
2007,25000.0,NY,Urban,0.5,81,1,12500.0,JPMORGAN CHASE BANK NATL ASSOC,1
2004,41617.0,GA,Urban,0.5,44,1,12500.0,BANK OF AMERICA NATL ASSOC,0
2005,122600.0,TX,Urban,0.85,72,2,104210.0,JPMORGAN CHASE BANK NATL ASSOC,1
2008,59146.0,TX,Urban,0.5,72,1,12500.0,JPMORGAN CHASE BANK NATL ASSOC,1
2007,100000.0,WI,Urban,0.5,56,13,50000.0,CAPITAL ONE NATL ASSOC,1
2008,70000.0,CA,Urban,0.5,56,9,25000.0,"RABOBANK, NATIONAL ASSOCIATION",1
2005,200000.0,MD,Rural,0.75,44,2,150000.0,SUSQUEHANNA BANK,1
2006,49750.0,PA,Urban,0.5,42,2,12500.0,CITIZENS BANK NATL ASSOC,1
2005,50000.0,CA,Rural,0.85,33,2,42500.0,VALLEY BUSINESS BANK,1
2005,10000.0,MA,Urban,0.5,81,5,5000.0,CITIZENS BANK NATL ASSOC,1
2006,110000.0,SD,Rural,0.85,45,2,93500.0,FIRST NATIONAL BANK OF OMAHA,1
2010,35000.0,AR,Rural,1.0,44,6,35000.0,ARVEST BANK,0
2006,180000.0,ID,Urban,0.75,62,5,135000.0,SUNWEST BANK,1
2000,350000.0,TX,Urban,0.75,44,20,262500.0,INDEPENDENT BANK,0
2003,184377.0,PA,Urban,0.5,33,15,37500.0,CITIZENS BANK NATL ASSOC,1
2002,41941.0,CA,Urban,0.5,44,2,20000.0,BANK OF AMERICA NATL ASSOC,1
2007,10746.0,NY,Urban,0.5,23,6,5000.0,GENESEE REGIONAL BANK,1
2002,9000.0,ME,Rural,0.75,11,4,6750.0,"MERRILL BANK, A DIVISION OF",1
2010,35000.0,NE,Rural,1.0,48,1,35000.0,VALLEY BANK AND TRUST COMPANY,1
2006,30019.0,NY,Urban,0.5,53,1,12500.0,"CITIBANK, N.A.",1
2008,14967.0,PA,Urban,0.5,81,2,5000.0,"PNC BANK, NATIONAL ASSOCIATION",0
2006,15000.0,VT,Rural,0.75,62,2,11250.0,PEOPLE'S UNITED BANK,1
2006,173037.0,NY,Urban,0.5,45,2,22500.0,HSBC BK USA NATL ASSOC,0
2010,75000.0,CA,Urban,0.9,45,1,67500.0,LIGHTHOUSE BANK,1
2006,69650.0,CO,Urban,0.5,23,1,17500.0,KEYBANK NATIONAL ASSOCIATION,1
2007,49000.0,MS,Rural,0.85,44,2,41650.0,TRUSTMARK NATIONAL BANK,1
2007,35000.0,MI,Urban,0.5,72,4,17500.0,"PNC BANK, NATIONAL ASSOCIATION",1
2003,390000.0,IN,Urban,0.75,71,2,292500.0,BMO HARRIS BK NATL ASSOC,1
2006,60241.0,TX,Urban,0.5,23,7,17500.0,COMPASS BANK,0
2009,200000.0,NH,Urban,0.9,54,18,180000.0,"TD BANK, NATIONAL ASSOCIATION",1
2008,65800.0,MO,Urban,0.5,49,5,32900.0,COMMERCE BANK,1
2010,171000.0,FL,Rural,1.0,81,5,171000.0,FLORIDA 1ST CAP. FINAN CORPORA,1
2010,75200.0,NY,Urban,0.5,62,2,37600.0,JPMORGAN CHASE BANK NATL ASSOC,1
2007,5000.0,CA,Urban,0.85,62,2,4250.0,BBCN BANK,1
2007,66323.0,WA,Urban,0.5,23,2,10000.0,U.S. BANK NATIONAL ASSOCIATION,1
2007,10000.0,GA,Urban,0.85,23,18,8500.0,"SUPERIOR FINANCIAL GROUP, LLC",1
2006,16500.0,MA,Urban,0.5,71,5,11000.0,CITIZENS BANK NATL ASSOC,0
2004,20000.0,MI,Urban,0.5,81,10,10000.0,"PNC BANK, NATIONAL ASSOCIATION",0
2009,11000.0,OH,Urban,0.5,52,0,5500.0,THE HUNTINGTON NATIONAL BANK,1
2006,35000.0,FL,Rural,0.5,23,2,17500.0,BANK OF AMERICA NATL ASSOC,0
2010,40000.0,IL,Urban,0.5,23,6,20000.0,RESOURCE BANK NATL ASSOC,1
2006,36255.0,NC,Urban,0.5,54,3,10000.0,BANK OF AMERICA NATL ASSOC,1
2005,71372.0,MI,Urban,0.5,72,5,17500.0,"PNC BANK, NATIONAL ASSOCIATION",1
2007,50000.0,NJ,Urban,0.5,54,3,12500.0,BANCO POPULAR NORTH AMERICA,1
2006,31042.0,RI,Rural,0.5,44,7,12500.0,BANK RHODE ISLAND,1
2007,35000.0,TX,Urban,0.85,81,5,29750.0,BBCN BANK,1
2007,800000.0,TX,Urban,0.75,52,9,600000.0,COMPASS BANK,1
2008,100000.0,NC,Rural,0.5,72,4,50000.0,COMMUNITYONE BANK NATL ASSOC,0
2009,106521.0,IN,Urban,0.5,45,4,12500.0,U.S. BANK NATIONAL ASSOCIATION,1
2007,5000.0,AR,Rural,0.85,44,3,4250.0,BBCN BANK,0
2005,10000.0,MO,Urban,0.5,81,1,5000.0,CAPITAL ONE NATL ASSOC,0
2004,244297.0,CA,Urban,0.5,44,3,35000.0,WELLS FARGO BANK NATL ASSOC,0
2006,116271.0,CA,Urban,0.5,23,10,37500.0,BANK OF AMERICA NATL ASSOC,1
2010,25000.0,FL,Urban,0.85,54,3,21250.0,BBCN BANK,0
2008,25381.0,AZ,Urban,0.5,56,2,12500.0,JPMORGAN CHASE BANK NATL ASSOC,0
2008,30000.0,MD,Urban,0.5,72,3,15000.0,SANTANDER BANK NATL ASSOC,0
2005,100917.0,CA,Urban,0.5,23,7,25000.0,BANK OF AMERICA NATL ASSOC,0
2010,350000.0,OK,Urban,0.5,23,11,175000.0,CITIZENS SECURITY BK & TR CO,1
2000,458000.0,OH,Urban,1.0,42,23,458000.0,HAMILTON CNTY DEVEL COMPANY IN,1
2007,108004.0,WA,Urban,0.5,23,1,22500.0,U.S. BANK NATIONAL ASSOCIATION,0
2005,12000.0,GA,Urban,0.5,81,1,6000.0,BANK OF AMERICA NATL ASSOC,0
2001,150000.0,FL,Urban,0.5,56,100,75000.0,BANK OF AMERICA NATL ASSOC,1
2005,149073.0,NJ,Urban,0.5,42,2,28500.0,BANK OF AMERICA NATL ASSOC,0
2007,156148.0,MI,Urban,0.5,33,12,50000.0,BANCO POPULAR NORTH AMERICA,1
